SiteID, Latitude, Longitude, Power Density [W/m2], SCORE-lite Capacity Factor [%], Wind Speed [m/s], State Code, Model Elevation [m]
452,32.475,-105.008,621.773,32.638,8.3,NM,1817.5
453,32.475,-104.992,709.701,34.38,8.595,NM,1781.8
454,32.475,-104.975,694.447,33.645,8.479,NM,1737.3
455,32.475,-104.958,763.672,35.124,8.708,NM,1690.6
456,32.475,-104.942,743.361,34.551,8.592,NM,1644.7
457,32.475,-104.925,771.483,35.071,8.66,NM,1602.5
458,32.475,-104.908,758.25,34.623,8.584,NM,1567
459,32.475,-104.892,765.003,34.668,8.59,NM,1538.5
460,32.475,-104.875,754.17,34.371,8.535,NM,1514.4
461,32.475,-104.858,748.979,34.254,8.501,NM,1492.2
462,32.475,-104.842,736.382,33.976,8.446,NM,1466.9
463,32.475,-104.825,715.527,33.513,8.359,NM,1441.8
464,32.475,-104.808,698.712,33.061,8.281,NM,1418.1
465,32.475,-104.792,680.065,32.488,8.192,NM,1397.4
466,32.475,-104.775,659.502,31.85,8.098,NM,1381.6
467,32.475,-104.758,627.711,31.121,7.986,NM,1371.3
468,32.475,-104.742,605.153,30.572,7.9,NM,1357.1
469,32.492,-114.242,310.165,21.204,6.197,AZ,437.5
470,32.492,-108.608,376.988,22.209,6.574,NM,1593.3
471,32.492,-105.058,468.625,29.926,7.798,NM,1889.7
472,32.492,-105.042,496.846,29.947,7.822,NM,1855.2
473,32.492,-105.025,623.865,33.143,8.33,NM,1822.3
474,32.492,-105.008,630.083,32.531,8.277,NM,1793.4
475,32.492,-104.992,715.593,34.258,8.58,NM,1765.5
476,32.492,-104.975,700.347,33.56,8.474,NM,1727.7
477,32.492,-104.958,772.679,35.011,8.71,NM,1684.9
478,32.492,-104.942,754.133,34.388,8.593,NM,1640.7
479,32.492,-104.925,778.569,34.791,8.647,NM,1600.1
480,32.492,-104.908,758.719,34.29,8.561,NM,1567.6
481,32.492,-104.892,759.63,34.365,8.56,NM,1540.1
482,32.492,-104.875,744.506,34.09,8.5,NM,1515.2
483,32.492,-104.858,736.499,33.947,8.462,NM,1490.4
484,32.492,-104.842,720.982,33.68,8.397,NM,1462.5
485,32.492,-104.825,697.614,33.146,8.299,NM,1435.8
486,32.492,-104.808,679.04,32.65,8.215,NM,1411.1
487,32.492,-104.792,659.392,32.137,8.123,NM,1388.6
488,32.492,-104.775,637.457,31.567,8.026,NM,1367.4
489,32.492,-104.758,606.457,30.865,7.913,NM,1351.7
490,32.508,-105.475,482.937,27.803,7.509,NM,1866
491,32.508,-105.025,734.842,35.683,8.718,NM,1790
492,32.508,-105.008,733.3,34.878,8.637,NM,1756.4
493,32.508,-104.992,779.609,35.522,8.779,NM,1731.8
494,32.508,-104.975,765.009,34.941,8.693,NM,1705
495,32.508,-104.958,786.504,35.124,8.734,NM,1673.6
496,32.508,-104.942,775.195,34.607,8.643,NM,1637.5
497,32.508,-104.925,777.21,34.395,8.61,NM,1599.2
498,32.508,-104.908,754.731,33.889,8.518,NM,1566.3
499,32.508,-104.892,743.59,33.758,8.477,NM,1536.9
500,32.508,-104.875,723.761,33.441,8.404,NM,1509.4
501,32.508,-104.858,710.655,33.247,8.35,NM,1481.9
502,32.508,-104.842,690.766,32.899,8.273,NM,1453.9
503,32.508,-104.825,668.423,32.395,8.182,NM,1428.5
504,32.508,-104.808,648.709,31.939,8.099,NM,1405.8
505,32.508,-104.792,627.335,31.385,8.005,NM,1384.8
506,32.508,-104.775,605.109,30.896,7.909,NM,1362.4
507,32.525,-108.542,375.748,24.862,7.028,NM,1782.3
508,32.525,-105.475,490.876,28.469,7.669,NM,1935.2
509,32.525,-105.075,464.216,30.017,7.776,NM,1875.1
510,32.525,-105.025,733.372,35.166,8.644,NM,1762.2
511,32.525,-105.008,723.957,34.296,8.526,NM,1717.7
512,32.525,-104.992,761.631,34.903,8.64,NM,1684.6
513,32.525,-104.975,747.519,34.349,8.564,NM,1661.2
514,32.525,-104.958,772.667,34.62,8.628,NM,1638.8
515,32.525,-104.942,766.807,34.195,8.567,NM,1613
516,32.525,-104.925,771.298,34.043,8.549,NM,1580.7
517,32.525,-104.908,749.189,33.561,8.458,NM,1549.9
518,32.525,-104.892,736.215,33.347,8.41,NM,1521.1
519,32.525,-104.875,713.046,32.958,8.324,NM,1493.5
520,32.525,-104.858,695.132,32.672,8.255,NM,1465.8
521,32.525,-104.842,670.972,32.275,8.17,NM,1440.3
522,32.525,-104.825,646.659,31.767,8.082,NM,1418.5
523,32.525,-104.808,626.366,31.37,8.007,NM,1399.2
524,32.525,-104.792,605.89,30.883,7.926,NM,1380.9
525,32.542,-110.842,354.505,15.503,5.182,AZ,1164.3
526,32.542,-108.608,331.978,21.406,6.377,NM,1595.6
527,32.542,-105.492,449.815,27.449,7.573,NM,1999.4
528,32.542,-105.058,666.683,35.069,8.555,NM,1814.6
529,32.542,-105.042,681.444,34.386,8.488,NM,1780.1
530,32.542,-105.025,799.402,36.249,8.839,NM,1737.4
531,32.542,-105.008,782.325,35.225,8.682,NM,1685.8
532,32.542,-104.992,812.433,35.577,8.748,NM,1641.5
533,32.542,-104.975,793.982,34.946,8.65,NM,1612.1
534,32.542,-104.958,795.231,34.759,8.63,NM,1589.8
535,32.542,-104.942,786.611,34.383,8.576,NM,1569.2
536,32.542,-104.925,771.387,33.941,8.502,NM,1543.9
537,32.542,-104.908,749.797,33.459,8.419,NM,1518.8
538,32.542,-104.892,728.199,33.046,8.338,NM,1495
539,32.542,-104.875,705.029,32.602,8.254,NM,1471.5
540,32.542,-104.858,684.712,32.251,8.178,NM,1447.1
541,32.542,-104.842,658.91,31.822,8.096,NM,1425.1
542,32.542,-104.825,629.971,31.277,7.999,NM,1406.9
543,32.542,-104.808,610.528,30.972,7.938,NM,1390
544,32.558,-110.842,350.81,16.193,5.305,AZ,1137.7
545,32.558,-110.775,420.283,21.942,6.294,AZ,1460.4
546,32.558,-109.908,289.272,17.356,5.643,AZ,1466.9
547,32.558,-105.058,664.828,34.692,8.49,NM,1778.3
548,32.558,-105.042,674.392,33.891,8.409,NM,1746.4
549,32.558,-105.025,787.033,35.65,8.742,NM,1706.8
550,32.558,-105.008,768.186,34.566,8.574,NM,1658.4
551,32.558,-104.992,796.657,34.755,8.622,NM,1615.9
552,32.558,-104.975,773.614,34.019,8.501,NM,1583.2
553,32.558,-104.958,766.376,33.764,8.454,NM,1556.5
554,32.558,-104.942,748.501,33.347,8.378,NM,1533
555,32.558,-104.925,728.329,32.884,8.301,NM,1510.7
556,32.558,-104.908,706.992,32.442,8.226,NM,1490.5
557,32.558,-104.892,687.535,32.035,8.158,NM,1471.4
558,32.558,-104.875,667.809,31.651,8.085,NM,1452.5
559,32.558,-104.858,649.957,31.343,8.021,NM,1431.9
560,32.558,-104.842,626.856,30.964,7.952,NM,1413
561,32.558,-104.825,600.927,30.511,7.87,NM,1396.6
562,32.575,-109.925,300.535,17.097,5.584,AZ,1452.4
563,32.575,-109.292,338.472,18.7,5.502,AZ,1110.9
564,32.575,-108.575,335.294,21.975,6.512,NM,1679.2
565,32.575,-105.092,578.66,34.385,8.348,NM,1807.9
566,32.575,-105.075,613.232,34.046,8.328,NM,1768.4
567,32.575,-105.058,719.788,35.724,8.646,NM,1737.8
568,32.575,-105.042,720.536,34.693,8.532,NM,1706.1
569,32.575,-105.025,815.014,35.9,8.783,NM,1670.7
570,32.575,-105.008,796.075,34.719,8.617,NM,1630.4
571,32.575,-104.992,809.328,34.557,8.612,NM,1599.5
572,32.575,-104.975,782.331,33.796,8.485,NM,1571.7
573,32.575,-104.958,770.37,33.467,8.428,NM,1544.8
574,32.575,-104.942,746.274,32.956,8.325,NM,1517.9
575,32.575,-104.925,716.991,32.514,8.239,NM,1495.7
576,32.575,-104.908,692.952,32.145,8.165,NM,1477.5
577,32.575,-104.892,667.437,31.644,8.077,NM,1459.9
578,32.575,-104.875,649.482,31.302,8.013,NM,1441.6
579,32.575,-104.858,627.592,30.866,7.933,NM,1421.9
580,32.575,-104.842,607.94,30.568,7.877,NM,1405.2
581,32.592,-116.458,318.786,18.183,5.356,CA,922.4
582,32.592,-116.442,325.354,18.678,5.539,CA,971.8
583,32.592,-110.825,304.84,16.428,5.424,AZ,1214
584,32.592,-110.792,326.724,18.281,5.807,AZ,1348.2
585,32.592,-109.292,335.617,18.088,5.391,AZ,1112.7
586,32.592,-109.258,300.968,18.258,5.667,AZ,1350.1
587,32.592,-108.542,342.624,22.46,6.664,NM,1768.6
588,32.592,-105.075,615.581,33.73,8.27,NM,1728.2
589,32.592,-105.058,713.355,35.153,8.547,NM,1692.8
590,32.592,-105.042,707.633,34.013,8.406,NM,1658.9
591,32.592,-105.025,797.143,35.082,8.64,NM,1627
592,32.592,-105.008,778.778,33.934,8.49,NM,1598.4
593,32.592,-104.992,793.066,33.906,8.507,NM,1578.3
594,32.592,-104.975,765.945,33.155,8.393,NM,1557.5
595,32.592,-104.958,756.259,32.866,8.339,NM,1534.6
596,32.592,-104.942,722.222,32.34,8.228,NM,1509.8
597,32.592,-104.925,692.633,31.946,8.142,NM,1489.1
598,32.592,-104.908,668.028,31.611,8.072,NM,1472.4
599,32.592,-104.892,642.337,31.136,7.987,NM,1455.2
600,32.592,-104.875,624.556,30.788,7.923,NM,1436.1
601,32.592,-104.858,603.529,30.375,7.844,NM,1415.1
602,32.608,-110.808,287.307,16.508,5.568,AZ,1285.8
603,32.608,-109.942,327.264,18.126,5.606,AZ,1454.1
604,32.608,-108.525,352.128,22.775,6.763,NM,1831.7
605,32.608,-108.492,366.354,23.752,6.956,NM,1945
606,32.608,-105.508,500.23,28.371,7.687,NM,2044.7
607,32.608,-105.142,415.877,28.608,7.689,NM,1800.8
608,32.608,-105.092,646.118,35.468,8.495,NM,1721.1
609,32.608,-105.075,663.584,34.601,8.405,NM,1685.3
610,32.608,-105.058,755.47,35.611,8.632,NM,1650
611,32.608,-105.042,742.341,34.251,8.459,NM,1615.7
612,32.608,-105.025,815.367,34.909,8.626,NM,1584.9
613,32.608,-105.008,790.342,33.883,8.477,NM,1564
614,32.608,-104.992,780.999,33.449,8.429,NM,1551
615,32.608,-104.975,760.166,32.814,8.331,NM,1535.6
616,32.608,-104.958,723.993,32.2,8.219,NM,1517.3
617,32.608,-104.942,695.25,31.777,8.122,NM,1496.6
618,32.608,-104.925,663.709,31.286,8.027,NM,1478.4
619,32.608,-104.908,640.116,30.953,7.963,NM,1463.6
620,32.608,-104.892,613.53,30.458,7.877,NM,1448.4
621,32.608,-104.875,596.827,30.173,7.819,NM,1430.7
622,32.625,-110.808,288.62,17.015,5.694,AZ,1266.7
623,32.625,-109.242,360.529,21.054,6.044,AZ,1400.3
624,32.625,-108.475,340.624,24.011,7.032,NM,1997.4
625,32.625,-105.142,443.254,29.778,7.812,NM,1780.9
626,32.625,-105.108,528.996,32.335,8.046,NM,1730.7
627,32.625,-105.092,656.349,35.283,8.468,NM,1687.2
628,32.625,-105.075,664.426,34.177,8.348,NM,1653.8
629,32.625,-105.058,749.462,35.015,8.557,NM,1621.8
630,32.625,-105.042,730.646,33.565,8.371,NM,1590.3
631,32.625,-105.025,796.076,34.266,8.523,NM,1560.5
632,32.625,-105.008,764.285,33.176,8.361,NM,1538.3
633,32.625,-104.992,751.495,32.797,8.312,NM,1526
634,32.625,-104.975,725.414,32.235,8.221,NM,1514.2
635,32.625,-104.958,696.005,31.764,8.123,NM,1499.9
636,32.625,-104.942,672.203,31.398,8.039,NM,1481.2
637,32.625,-104.925,642.642,30.914,7.948,NM,1463.8
638,32.625,-104.908,620.822,30.574,7.888,NM,1450.4
639,32.625,-104.892,596.381,30.118,7.81,NM,1437.6
640,32.642,-105.142,471.868,30.799,7.906,NM,1755.7
641,32.642,-105.092,679.143,35.451,8.508,NM,1663.3
642,32.642,-105.075,680.083,34.213,8.377,NM,1633.6
643,32.642,-105.058,748.076,34.709,8.529,NM,1604.4
644,32.642,-105.042,726.237,33.309,8.346,NM,1575.6
645,32.642,-105.025,764.383,33.553,8.411,NM,1547.9
646,32.642,-105.008,736.304,32.5,8.247,NM,1523.7
647,32.642,-104.992,715.919,32.112,8.186,NM,1507.5
648,32.642,-104.975,686.059,31.581,8.09,NM,1495.1
649,32.642,-104.958,657.358,31.074,7.994,NM,1483.1
650,32.642,-104.942,636.426,30.731,7.917,NM,1467.2
651,32.642,-104.925,610.189,30.24,7.83,NM,1450.6
652,32.642,-104.908,590.78,29.902,7.771,NM,1437
653,32.658,-109.242,379.671,22.185,6.179,AZ,1310.3
654,32.658,-105.725,330.009,21.447,6.753,NM,2215.1
655,32.658,-105.092,666.144,34.727,8.407,NM,1639.5
656,32.658,-105.075,662.41,33.552,8.28,NM,1614.3
657,32.658,-105.058,726.559,34.143,8.442,NM,1588.8
658,32.658,-105.042,705.175,32.901,8.278,NM,1564.3
659,32.658,-105.025,743.477,33.296,8.362,NM,1541.3
660,32.658,-105.008,711.788,32.35,8.213,NM,1519.3
661,32.658,-104.992,694.864,31.976,8.146,NM,1499.4
662,32.658,-104.975,664.311,31.359,8.037,NM,1482.5
663,32.658,-104.958,633.658,30.756,7.927,NM,1467.7
664,32.658,-104.942,611.517,30.342,7.846,NM,1453.2
665,32.658,-104.925,587.965,29.858,7.765,NM,1439
666,32.675,-109.242,313.671,20.339,5.969,AZ,1300.8
667,32.675,-105.658,393.32,25.374,7.449,NM,2530.7
668,32.675,-105.108,608.479,33.907,8.245,NM,1637.8
669,32.675,-105.092,681.679,34.957,8.438,NM,1610.7
670,32.675,-105.075,675.073,33.799,8.319,NM,1588
671,32.675,-105.058,708.735,33.818,8.376,NM,1566.8
672,32.675,-105.042,690.251,32.758,8.239,NM,1547.8
673,32.675,-105.025,692.64,32.393,8.203,NM,1531
674,32.675,-105.008,666.152,31.585,8.081,NM,1513.7
675,32.675,-104.992,643.961,31.068,7.991,NM,1495.9
676,32.675,-104.975,616.851,30.428,7.884,NM,1478.9
677,32.675,-104.958,598.084,30.071,7.813,NM,1463
678,32.675,-104.942,575.966,29.6,7.727,NM,1447.6
679,32.692,-116.375,316.32,20.102,6.19,CA,1181
680,32.692,-105.658,426.719,27.154,7.696,NM,2578
681,32.692,-105.092,639.276,33.761,8.247,NM,1582.9
682,32.692,-105.075,632.22,32.742,8.141,NM,1560.9
683,32.692,-105.058,665.412,32.981,8.217,NM,1542.3
684,32.692,-105.042,651.13,32.079,8.108,NM,1526.9
685,32.692,-105.025,657.529,31.893,8.1,NM,1514
686,32.692,-105.008,636.917,31.259,8.005,NM,1500.7
687,32.692,-104.992,621.041,30.814,7.939,NM,1487.5
688,32.692,-104.975,599.088,30.262,7.85,NM,1473.9
689,32.692,-104.958,583.668,29.918,7.788,NM,1459.6
690,32.708,-117.158,29.409,1.772,2.666,CA,22.8
691,32.708,-116.342,336.384,23.229,6.791,CA,1216.2
692,32.708,-105.658,493.343,29.904,8.043,NM,2593.6
693,32.708,-105.092,632.421,33.645,8.229,NM,1567.9
694,32.708,-105.075,626.479,32.804,8.144,NM,1547.8
695,32.708,-105.058,633.17,32.498,8.122,NM,1529.3
696,32.708,-105.042,622.424,31.747,8.035,NM,1512.6
697,32.708,-105.025,614.571,31.22,7.969,NM,1497.8
698,32.708,-105.008,599.399,30.666,7.891,NM,1484.9
699,32.708,-104.992,585.971,30.227,7.828,NM,1472.8
700,32.708,-104.975,569.195,29.735,7.752,NM,1460.3
701,32.725,-116.392,314.61,19.776,6.117,CA,1248.6
702,32.725,-116.342,333.211,23.127,6.746,CA,1234
703,32.725,-105.658,519.317,30.706,8.113,NM,2595.1
704,32.725,-105.058,595.501,31.828,8.021,NM,1533
705,32.725,-105.042,588.175,31.264,7.949,NM,1511.6
706,32.725,-105.025,583.226,30.868,7.888,NM,1491.3
707,32.725,-105.008,570.151,30.277,7.809,NM,1474.3
708,32.742,-116.292,589.869,30.687,7.718,CA,1176.6
709,32.742,-116.275,657.909,31,7.688,CA,1107.6
710,32.742,-116.092,1324.164,30.341,8.04,CA,324.2
711,32.742,-116.075,1284.714,30.039,7.951,CA,281.4
712,32.742,-116.058,1218.251,29.421,7.777,CA,240.5
713,32.742,-115.975,806.473,23.434,6.494,CA,96.2
714,32.742,-115.958,694.355,22.044,6.199,CA,93.5
715,32.742,-115.942,603.999,20.907,5.994,CA,99.2
716,32.742,-105.758,310.325,21.547,6.896,NM,2704
717,32.742,-105.675,512.839,30.866,8.088,NM,2637.9
718,32.758,-116.108,1125.092,28.9,7.6,CA,331.9
719,32.758,-116.092,1137.258,29.052,7.629,CA,283
720,32.758,-116.075,1082.276,29.045,7.545,CA,240.8
721,32.758,-116.058,1012.645,28.728,7.401,CA,205.1
722,32.758,-116.025,936.98,27.678,7.16,CA,148.2
723,32.758,-115.975,733.227,24.552,6.514,CA,89.9
724,32.758,-115.958,649.844,23.348,6.286,CA,84.7
725,32.758,-115.942,580.411,22.309,6.117,CA,86.6
726,32.775,-116.108,1040.614,27.527,7.363,CA,301.3
727,32.775,-116.092,1043.636,27.893,7.422,CA,265
728,32.775,-116.075,961.589,27.968,7.333,CA,241.2
729,32.775,-115.942,537.837,23.49,6.121,CA,74.2
730,32.792,-105.775,356.949,26.238,7.546,NM,2821.6
731,32.792,-105.508,593.673,28.584,7.836,NM,2160.1
732,32.825,-105.675,655.794,32.946,8.419,NM,2548.3
733,32.825,-105.625,690.589,32.211,8.427,NM,2445.3
734,32.842,-109.892,293.798,19.382,5.639,AZ,952.6
735,32.842,-105.675,686.073,32.933,8.444,NM,2509.6
736,32.858,-116.458,320.779,20.953,6.485,CA,1748.4
737,32.858,-109.925,301.365,18.702,5.517,AZ,948.4
738,32.858,-109.908,309.074,19.758,5.7,AZ,937.8
739,32.858,-109.892,299.036,19.963,5.763,AZ,927.2
740,32.858,-105.708,708.498,34.274,8.665,NM,2620.6
741,32.875,-116.475,330.442,20.956,6.42,CA,1669.3
742,32.875,-105.775,469.171,31.762,8.202,NM,2843.6
743,32.875,-105.758,528.899,33.365,8.37,NM,2790.1
744,32.875,-105.708,671.759,33.637,8.55,NM,2640.9
745,32.892,-105.742,546.06,32.844,8.309,NM,2705.4
746,32.892,-105.708,638.664,32.976,8.423,NM,2609.1
747,32.908,-105.708,625.064,32.807,8.398,NM,2612.9
748,32.908,-101.175,476.508,36.316,8.272,TX,834.8
749,32.925,-105.708,650.471,33.894,8.606,NM,2655.4
750,32.925,-101.192,501.056,37.569,8.388,TX,836.6
751,32.925,-101.175,505.357,37.881,8.427,TX,842.2
752,32.925,-101.158,517.648,38.547,8.498,TX,842.3
753,32.942,-105.692,663.841,33.738,8.602,NM,2626.1
754,32.942,-101.192,525.091,38.525,8.471,TX,826.4
755,32.942,-101.175,538.711,39.34,8.566,TX,838.5
756,32.958,-105.692,633.357,33.26,8.487,NM,2581.7
757,32.958,-105.675,609.081,31.591,8.245,NM,2524.7
758,32.958,-101.175,562.18,39.729,8.585,TX,809.3
759,32.958,-101.158,558.748,39.488,8.567,TX,815.6
760,32.975,-105.692,657.512,34.044,8.605,NM,2559.4
761,32.975,-105.658,656.523,31.853,8.38,NM,2501.4
762,32.975,-105.642,655.114,31.198,8.326,NM,2494.4
763,32.975,-101.175,644.563,42.017,8.844,TX,756.5
764,32.992,-105.658,673.585,32.353,8.484,NM,2509.6
765,33.008,-105.708,567.895,32.867,8.408,NM,2613.2
766,33.008,-105.658,676.449,32.535,8.497,NM,2488.1
767,33.025,-110.408,311.589,17.134,5.713,AZ,1290.9
768,33.025,-105.708,546.586,32.056,8.306,NM,2580.9
769,33.025,-105.692,640.696,33.662,8.6,NM,2548.9
770,33.025,-105.675,648.749,32.784,8.493,NM,2512.1
771,33.025,-105.658,668.915,32.498,8.468,NM,2470.5
772,33.042,-110.325,314.581,19.905,6.361,AZ,1715.4
773,33.042,-105.625,654.879,31.37,8.278,NM,2381.3
774,33.058,-110.308,332.756,21.164,6.461,AZ,1714.7
775,33.075,-110.408,448.272,19.188,6.101,AZ,1245.6
776,33.092,-116.542,558.229,28.603,7.023,CA,846.9
777,33.092,-110.392,420.089,18.555,5.942,AZ,1240.6
778,33.108,-116.675,414.076,20.09,5.594,CA,1056.6
779,33.108,-110.375,552.086,21.434,6.326,AZ,1166.1
780,33.108,-110.342,621.757,22.879,6.618,AZ,1225.2
781,33.108,-110.325,608.628,23.299,6.661,AZ,1276.3
782,33.108,-110.308,628.93,24.855,6.903,AZ,1344.6
783,33.108,-110.258,380.182,23.388,6.574,AZ,1480.8
784,33.125,-116.158,587.266,22.885,5.796,CA,78.8
785,33.125,-110.342,518.873,20.692,6.127,AZ,1152.4
786,33.125,-110.308,572.405,23.194,6.536,AZ,1226.3
787,33.125,-110.242,376.644,23.695,6.504,AZ,1252
788,33.142,-116.642,365.614,21.541,6.395,CA,1357.1
789,33.142,-110.292,501.083,22.705,6.374,AZ,1121.2
790,33.142,-110.242,441.279,25.619,6.775,AZ,1107.7
791,33.142,-110.208,323.56,22.744,6.427,AZ,1050.7
792,33.142,-105.458,577.28,28.056,7.771,NM,2102.8
793,33.158,-116.708,384.968,16.751,5.335,CA,1054.1
794,33.158,-116.692,441.819,18.354,5.618,CA,1103.3
795,33.158,-116.192,570.537,26.616,6.344,CA,145
796,33.158,-110.308,521.838,22.555,6.369,AZ,977.1
797,33.158,-110.258,404.901,23.067,6.391,AZ,994.8
798,33.158,-110.208,293.534,21.054,6.187,AZ,942.8
799,33.175,-116.842,306.038,13.139,4.172,CA,722.3
800,33.175,-116.308,950.605,24.442,7.071,CA,265.4
801,33.175,-116.292,861.349,25.854,7.115,CA,234.4
802,33.175,-116.275,866.725,28.347,7.367,CA,215.5
803,33.175,-116.258,693.133,27.657,6.977,CA,215.4
804,33.175,-116.242,720.841,28.747,7.129,CA,214.8
805,33.175,-116.225,594.621,26.909,6.686,CA,207.7
806,33.175,-116.208,615.65,27.271,6.722,CA,190
807,33.175,-116.192,568.443,26.253,6.474,CA,158.9
808,33.175,-116.175,558.499,25.874,6.366,CA,116.9
809,33.175,-110.308,391.485,20.248,5.929,AZ,885.7
810,33.175,-110.225,320.104,21.926,6.272,AZ,873.4
811,33.192,-116.308,623.553,19.077,5.76,CA,214.5
812,33.192,-116.292,547.507,18.981,5.707,CA,201.6
813,33.192,-116.275,541.997,20.091,5.931,CA,195.1
814,33.192,-110.292,347.296,20.931,6.002,AZ,821.3
815,33.192,-110.275,346.686,21.608,6.13,AZ,819.7
816,33.192,-110.258,321.756,21.183,6.106,AZ,821.4
817,33.192,-110.242,311.516,21.205,6.153,AZ,823
818,33.208,-116.325,674.949,18.29,5.644,CA,189
819,33.208,-116.308,590.118,18.125,5.534,CA,181.5
820,33.225,-116.675,333.915,19.648,5.569,CA,1038.4
821,33.225,-116.342,602.587,15.817,5.251,CA,174.9
822,33.225,-116.325,538.974,16.3,5.26,CA,168.1
823,33.242,-116.358,503.715,13.396,4.815,CA,172
824,33.275,-110.642,289.982,17.768,5.858,AZ,1350.5
825,33.275,-105.708,459.738,26.908,7.46,NM,2231.7
826,33.292,-105.442,581.571,28.364,7.786,NM,2046.5
827,33.292,-105.425,587.234,28.37,7.778,NM,2019.3
828,33.292,-105.408,587.36,28.323,7.78,NM,2002.9
829,33.308,-105.792,319.147,21.942,6.886,NM,2540.6
830,33.308,-105.425,588.507,27.907,7.753,NM,2027.3
831,33.308,-105.408,588.606,28.136,7.773,NM,2006.4
832,33.325,-105.725,595.368,29.707,7.711,NM,2242.4
833,33.325,-105.658,518.392,26.673,7.411,NM,2106.6
834,33.325,-105.642,528.528,27.859,7.551,NM,2098.3
835,33.325,-105.392,582.923,28.199,7.724,NM,1950.3
836,33.342,-105.758,584.776,32.009,7.908,NM,2420.4
837,33.342,-105.658,537.276,25.908,7.344,NM,2112.2
838,33.342,-105.608,522.259,27.781,7.535,NM,2045.8
839,33.358,-105.625,530.57,27.453,7.554,NM,2117.9
840,33.358,-105.608,525.314,27.856,7.568,NM,2071.8
841,33.358,-105.392,594.981,28.825,7.797,NM,1944.2
842,33.358,-105.375,586.308,28.588,7.717,NM,1907.6
843,33.375,-105.508,645.777,31.911,8.224,NM,2004.1
844,33.375,-105.458,631.04,30.482,8.107,NM,2011.5
845,33.375,-105.442,648.11,30.666,8.165,NM,2015.5
846,33.375,-105.425,602.351,29.437,7.951,NM,2005.6
847,33.375,-105.408,610.495,29.687,7.961,NM,1986.4
848,33.375,-105.392,579.069,28.768,7.778,NM,1958.2
849,33.392,-105.458,590.655,29.272,7.865,NM,1955.2
850,33.392,-105.442,618.134,30.008,8.015,NM,1974.7
851,33.392,-105.425,585.41,29.245,7.886,NM,1973.3
852,33.392,-105.408,598.068,29.734,7.923,NM,1951.9
853,33.408,-105.492,633.55,30.052,7.893,NM,1894.1
854,33.408,-105.475,635.862,30.069,7.918,NM,1889
855,33.408,-105.458,620.851,29.718,7.889,NM,1895.1
856,33.408,-105.442,645.383,30.51,8.042,NM,1905.9
857,33.408,-105.392,583.792,29.276,7.775,NM,1850.6
858,33.408,-105.375,581.346,29.059,7.706,NM,1815.5
859,33.425,-111.008,357.121,19.725,5.847,AZ,1125.8
860,33.425,-105.558,572.064,28.281,7.656,NM,2049.6
861,33.425,-105.542,566.32,27.971,7.599,NM,2009.4
862,33.425,-105.525,625.873,29.403,7.819,NM,1964.5
863,33.425,-105.508,604.948,28.778,7.695,NM,1923.9
864,33.425,-105.492,628.981,29.373,7.8,NM,1903.2
865,33.425,-105.475,625.133,29.345,7.8,NM,1888.8
866,33.425,-105.458,600.471,28.822,7.721,NM,1877.1
867,33.425,-105.442,611.026,29.335,7.794,NM,1865.5
868,33.425,-105.425,571.431,28.516,7.649,NM,1851.4
869,33.425,-105.408,584.038,28.971,7.714,NM,1837.6
870,33.442,-108.625,361.468,24.35,7.078,NM,2609.1
871,33.442,-108.608,344.444,22.821,6.893,NM,2572.9
872,33.442,-105.475,568.922,27.829,7.572,NM,1941.3
873,33.442,-105.442,558.907,27.951,7.532,NM,1906.1
874,33.442,-105.425,554.664,27.952,7.509,NM,1885
875,33.458,-108.642,352.674,25.055,7.326,NM,2728.5
876,33.458,-105.442,591.644,29.209,7.748,NM,1992.8
877,33.458,-105.425,593.205,29.239,7.72,NM,1965.8
878,33.458,-105.408,600.158,29.377,7.712,NM,1932.3
879,33.475,-108.642,331.027,23.972,7.247,NM,2761.4
880,33.475,-108.592,331.727,22.345,6.982,NM,2570.6
881,33.475,-105.342,523.497,27.029,7.296,NM,1819.7
882,33.475,-105.308,490.75,26.337,7.217,NM,1817.8
883,33.492,-108.642,338.032,24.208,7.282,NM,2735.4
884,33.492,-105.458,469.646,25.904,7.254,NM,2004.9
885,33.492,-105.442,495.07,26.733,7.323,NM,1977.7
886,33.492,-105.425,498.335,26.749,7.292,NM,1934.5
887,33.508,-108.642,383.505,26.324,7.475,NM,2630.8
888,33.508,-105.392,523.109,26.511,7.254,NM,1886.7
889,33.525,-110.992,306.781,17.769,5.56,AZ,1025.1
890,33.525,-110.825,280.645,16.652,5.233,AZ,1092.2
891,33.525,-108.625,341.169,23.849,7.051,NM,2475.7
892,33.525,-105.592,484.692,25.661,7.2,NM,2007.1
893,33.542,-105.692,588.56,28.769,7.933,NM,2141.3
